2025-07-27 21:54:49.242 [main] INFO  [7b2bb83f-5a13-4d8e-9a47-4544df693e3c] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.435 [main] INFO  [333e6a02-af2c-4971-b8d4-97492b79b0b3] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Age Check
2025-07-27 21:54:49.435 [main] INFO  [333e6a02-af2c-4971-b8d4-97492b79b0b3] d.m.r.core.engine.config.RulesEngine - Rule 'Age Check' evaluated to true in 0.00ms
2025-07-27 21:54:49.435 [main] INFO  [333e6a02-af2c-4971-b8d4-97492b79b0b3] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Age Check 2
2025-07-27 21:54:49.435 [main] INFO  [333e6a02-af2c-4971-b8d4-97492b79b0b3] d.m.r.core.engine.config.RulesEngine - Rule 'Age Check 2' evaluated to false in 0.00ms
2025-07-27 21:54:49.598 [main] INFO  [7213cc8b-ab55-4bb0-b32b-96672871fb71] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.615 [main] INFO  [8a69ea2b-e991-452f-8c57-ba3f71595306] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.626 [main] INFO  [fd4dc0e1-177d-4760-ab35-4b51ccb6b0a5] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.627 [main] INFO  [fd4dc0e1-177d-4760-ab35-4b51ccb6b0a5] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Trade Value Validation
2025-07-27 21:54:49.627 [main] INFO  [fd4dc0e1-177d-4760-ab35-4b51ccb6b0a5] d.m.r.core.engine.config.RulesEngine - Rule 'Trade Value Validation' evaluated to true in 0.00ms
2025-07-27 21:54:49.627 [main] INFO  [fd4dc0e1-177d-4760-ab35-4b51ccb6b0a5] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Trade Value Validation
2025-07-27 21:54:49.628 [main] INFO  [fd4dc0e1-177d-4760-ab35-4b51ccb6b0a5] d.m.r.core.engine.config.RulesEngine - Rule 'Trade Value Validation' evaluated to false in 0.00ms
2025-07-27 21:54:49.642 [main] INFO  [ad0fd926-d2a2-48d5-b738-a7b5a41e4d02] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.655 [main] INFO  [d02c1d12-9188-45be-a058-0d58bf2c2b3c] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.669 [main] INFO  [3ce21176-a538-4c79-96a2-dbac1dee9418] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.722 [main] INFO  [9e00dc79-91b2-4a0a-a066-0e37a7a557be] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.761 [main] INFO  [dfaaace1-57c4-401b-ac06-dcb367fc811b] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.761 [main] INFO  [dfaaace1-57c4-401b-ac06-dcb367fc811b] d.m.r.core.engine.config.RulesEngine - Executing rules for category: demographic
2025-07-27 21:54:49.762 [main] INFO  [dfaaace1-57c4-401b-ac06-dcb367fc811b] d.m.r.core.engine.config.RulesEngine - Executing 1 rules/rule groups
2025-07-27 21:54:49.762 [main] INFO  [dfaaace1-57c4-401b-ac06-dcb367fc811b] d.m.r.core.engine.config.RulesEngine - Executing 1 rules
2025-07-27 21:54:49.762 [main] INFO  [dfaaace1-57c4-401b-ac06-dcb367fc811b] d.m.r.core.engine.config.RulesEngine - Rule matched: Age Rule
2025-07-27 21:54:49.763 [main] INFO  [39e7ede1-fd0e-42bb-8877-7f3724997db6] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.763 [main] INFO  [39e7ede1-fd0e-42bb-8877-7f3724997db6] d.m.r.core.engine.config.RulesEngine - No rule provided for execution
2025-07-27 21:54:49.763 [main] INFO  [31f6442e-e994-4a21-beb6-8828fdb8bb0b] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.764 [main] INFO  [31f6442e-e994-4a21-beb6-8828fdb8bb0b] d.m.r.core.engine.config.RulesEngine - Executing 1 rule groups
2025-07-27 21:54:49.765 [main] INFO  [31f6442e-e994-4a21-beb6-8828fdb8bb0b] d.m.r.core.engine.config.RulesEngine - Rule group matched: Credit Check
2025-07-27 21:54:49.765 [main] INFO  [a442a31c-daa7-43a8-8b46-a5312221b8f0] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.765 [main] INFO  [a442a31c-daa7-43a8-8b46-a5312221b8f0] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Age Rule
2025-07-27 21:54:49.766 [main] INFO  [a442a31c-daa7-43a8-8b46-a5312221b8f0] d.m.r.core.engine.config.RulesEngine - Rule 'Age Rule' evaluated to false in 0.00ms
2025-07-27 21:54:49.766 [main] INFO  [9f3e7427-6633-40bc-87b1-5bb37c4425f2] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.766 [main] INFO  [9f3e7427-6633-40bc-87b1-5bb37c4425f2] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-27 21:54:49.767 [main] INFO  [1c8439e4-ed12-418f-941f-97a93799174c] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.767 [main] INFO  [1c8439e4-ed12-418f-941f-97a93799174c] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-27 21:54:49.768 [main] INFO  [427965a5-94c7-4ff2-94d8-16f34a9dfe70] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.768 [main] INFO  [427965a5-94c7-4ff2-94d8-16f34a9dfe70] d.m.r.core.engine.config.RulesEngine - Executing rules for category: nonExistentCategory
2025-07-27 21:54:49.768 [main] INFO  [427965a5-94c7-4ff2-94d8-16f34a9dfe70] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-27 21:54:49.768 [main] INFO  [fd6f4f93-e0a8-4ddd-aa63-8086ec4d468b] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.768 [main] INFO  [cba6c66c-d795-4b12-89f8-ca7857052dc3] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.768 [main] INFO  [cba6c66c-d795-4b12-89f8-ca7857052dc3] d.m.r.core.engine.config.RulesEngine - Executing 1 rules
2025-07-27 21:54:49.768 [main] INFO  [cba6c66c-d795-4b12-89f8-ca7857052dc3] d.m.r.core.engine.config.RulesEngine - Rule matched: Age Rule
2025-07-27 21:54:49.768 [main] INFO  [45e9d2d8-8e6d-482b-ac7b-0c0778a19bf0] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.769 [main] INFO  [45e9d2d8-8e6d-482b-ac7b-0c0778a19bf0] d.m.r.core.engine.config.RulesEngine - Executing 1 rules/rule groups
2025-07-27 21:54:49.769 [main] INFO  [45e9d2d8-8e6d-482b-ac7b-0c0778a19bf0] d.m.r.core.engine.config.RulesEngine - Executing 1 rules
2025-07-27 21:54:49.769 [main] INFO  [45e9d2d8-8e6d-482b-ac7b-0c0778a19bf0] d.m.r.core.engine.config.RulesEngine - No rules matched
2025-07-27 21:54:49.769 [main] INFO  [ee8b5c4d-a6ec-494f-86bd-14503e675852] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.769 [main] INFO  [ee8b5c4d-a6ec-494f-86bd-14503e675852] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-27 21:54:49.769 [main] INFO  [a5cf3dda-fea6-4492-9438-3ea7b6005c35] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.770 [main] INFO  [a5cf3dda-fea6-4492-9438-3ea7b6005c35] d.m.r.core.engine.config.RulesEngine - Executing 1 rules
2025-07-27 21:54:49.770 [main] INFO  [a5cf3dda-fea6-4492-9438-3ea7b6005c35] d.m.r.core.engine.config.RulesEngine - Rule matched: Age Rule
2025-07-27 21:54:49.770 [main] INFO  [5f7b84a1-8ff4-44e4-9482-2f954c55607a] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.772 [main] INFO  [e730db08-829b-436a-82dc-d6bf3bb556a4] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.772 [main] INFO  [e730db08-829b-436a-82dc-d6bf3bb556a4] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-27 21:54:49.772 [main] INFO  [91b17e3d-7b49-42a0-bc04-f094d36386b1] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.773 [main] INFO  [91b17e3d-7b49-42a0-bc04-f094d36386b1] d.m.r.core.engine.config.RulesEngine - Executing 2 rules/rule groups
2025-07-27 21:54:49.773 [main] INFO  [91b17e3d-7b49-42a0-bc04-f094d36386b1] d.m.r.core.engine.config.RulesEngine - Rule matched: Age Rule
2025-07-27 21:54:49.773 [main] INFO  [bd1af896-cee9-416e-a4ed-a45ba6af877b] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.773 [main] INFO  [bd1af896-cee9-416e-a4ed-a45ba6af877b] d.m.r.core.engine.config.RulesEngine - Executing 1 rules
2025-07-27 21:54:49.773 [main] INFO  [bd1af896-cee9-416e-a4ed-a45ba6af877b] d.m.r.core.engine.config.RulesEngine - No rules matched
2025-07-27 21:54:49.774 [main] INFO  [9176db29-ba20-4f1e-beec-0b0e3b00639b] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.774 [main] INFO  [9176db29-ba20-4f1e-beec-0b0e3b00639b] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Age Rule
2025-07-27 21:54:49.774 [main] INFO  [9176db29-ba20-4f1e-beec-0b0e3b00639b] d.m.r.core.engine.config.RulesEngine - Rule 'Age Rule' evaluated to true in 0.00ms
2025-07-27 21:54:49.775 [main] INFO  [d886c8d4-686f-48c9-a32f-c85d8b7090d9] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.775 [main] INFO  [d886c8d4-686f-48c9-a32f-c85d8b7090d9] d.m.r.core.engine.config.RulesEngine - No rule groups provided for execution
2025-07-27 21:54:49.775 [main] INFO  [f2dfd1d0-0d08-479d-83e6-77411a82d109] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.776 [main] INFO  [f2dfd1d0-0d08-479d-83e6-77411a82d109] d.m.r.core.engine.config.RulesEngine - Executing 1 rule groups
2025-07-27 21:54:49.776 [main] INFO  [f2dfd1d0-0d08-479d-83e6-77411a82d109] d.m.r.core.engine.config.RulesEngine - Rule group matched: Credit Check
2025-07-27 21:54:49.776 [main] INFO  [59573703-f7fd-40cd-abec-1412b0bc5508] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.776 [main] INFO  [59573703-f7fd-40cd-abec-1412b0bc5508] d.m.r.core.engine.config.RulesEngine - Executing 1 rule groups
2025-07-27 21:54:49.776 [main] INFO  [59573703-f7fd-40cd-abec-1412b0bc5508] d.m.r.core.engine.config.RulesEngine - No rule groups matched
2025-07-27 21:54:49.777 [main] INFO  [abfc2274-fdb3-4788-8416-2fae107fab65] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.777 [main] INFO  [abfc2274-fdb3-4788-8416-2fae107fab65] d.m.r.core.engine.config.RulesEngine - Executing 2 rules
2025-07-27 21:54:49.777 [main] INFO  [abfc2274-fdb3-4788-8416-2fae107fab65] d.m.r.core.engine.config.RulesEngine - Rule matched: Income Rule
2025-07-27 21:54:49.777 [main] INFO  [d6e9fdfd-40e0-4316-8128-ab64177d4fc4] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.777 [main] INFO  [d6e9fdfd-40e0-4316-8128-ab64177d4fc4] d.m.r.core.engine.config.RulesEngine - No rule groups provided for execution
2025-07-27 21:54:49.778 [main] INFO  [06684e8e-e6de-445d-8b8e-ec00823987b9] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.778 [main] INFO  [06684e8e-e6de-445d-8b8e-ec00823987b9] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Age Rule
2025-07-27 21:54:49.778 [main] INFO  [06684e8e-e6de-445d-8b8e-ec00823987b9] d.m.r.core.engine.config.RulesEngine - Rule 'Age Rule' evaluated to false in 0.00ms
2025-07-27 21:54:49.778 [main] INFO  [8eb68be6-6a11-4b4d-ab75-655407951e89] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.779 [main] INFO  [8eb68be6-6a11-4b4d-ab75-655407951e89] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Age Rule
2025-07-27 21:54:49.779 [main] INFO  [8eb68be6-6a11-4b4d-ab75-655407951e89] d.m.r.core.engine.config.RulesEngine - Rule 'Age Rule' evaluated to true in 0.00ms
2025-07-27 21:54:49.779 [main] INFO  [af744b0a-cc2e-4a3a-8bfc-d06c61843d08] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.779 [main] INFO  [af744b0a-cc2e-4a3a-8bfc-d06c61843d08] d.m.r.core.engine.config.RulesEngine - Executing 1 rules/rule groups
2025-07-27 21:54:49.779 [main] INFO  [af744b0a-cc2e-4a3a-8bfc-d06c61843d08] d.m.r.core.engine.config.RulesEngine - Executing 1 rules
2025-07-27 21:54:49.779 [main] INFO  [af744b0a-cc2e-4a3a-8bfc-d06c61843d08] d.m.r.core.engine.config.RulesEngine - Rule matched: Age Rule
2025-07-27 21:54:49.780 [main] INFO  [3c694381-4174-46b2-a13f-1d87f02556ab] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.780 [main] INFO  [3c694381-4174-46b2-a13f-1d87f02556ab] d.m.r.core.engine.config.RulesEngine - Executing rules for category: nonExistentCategory
2025-07-27 21:54:49.780 [main] INFO  [3c694381-4174-46b2-a13f-1d87f02556ab] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-27 21:54:49.780 [main] INFO  [d2c023cc-4f9f-423e-88a2-d60b4c340089] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.780 [main] INFO  [d2c023cc-4f9f-423e-88a2-d60b4c340089] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Invalid Rule
2025-07-27 21:54:49.781 [main] WARN  [d2c023cc-4f9f-423e-88a2-d60b4c340089] d.m.r.core.engine.config.RulesEngine - [TEST-EXPECTED-WARNING] Missing parameters for rule 'Invalid Rule': [nonExistentVariable]
2025-07-27 21:54:49.781 [main] INFO  [cae1f95f-ea1e-4239-86bf-27e6a5630650] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.782 [main] INFO  [cae1f95f-ea1e-4239-86bf-27e6a5630650] d.m.r.core.engine.config.RulesEngine - Executing rules for category: demographic
2025-07-27 21:54:49.782 [main] INFO  [cae1f95f-ea1e-4239-86bf-27e6a5630650] d.m.r.core.engine.config.RulesEngine - Executing 1 rules/rule groups
2025-07-27 21:54:49.782 [main] INFO  [cae1f95f-ea1e-4239-86bf-27e6a5630650] d.m.r.core.engine.config.RulesEngine - Executing 1 rules
2025-07-27 21:54:49.782 [main] INFO  [cae1f95f-ea1e-4239-86bf-27e6a5630650] d.m.r.core.engine.config.RulesEngine - Rule matched: Age Rule
2025-07-27 21:54:49.782 [main] INFO  [f7e75930-b7eb-4897-8ff2-b9f277011706] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.782 [main] INFO  [f7e75930-b7eb-4897-8ff2-b9f277011706] d.m.r.core.engine.config.RulesEngine - No rule provided for execution
2025-07-27 21:54:49.782 [main] INFO  [55f46081-69b1-45b9-9364-0fe1f11b3f55] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.782 [main] INFO  [55f46081-69b1-45b9-9364-0fe1f11b3f55] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-27 21:54:49.783 [main] INFO  [d0d542b1-d394-4e08-9770-3b8fb791d758] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.783 [main] INFO  [d0d542b1-d394-4e08-9770-3b8fb791d758] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-27 21:54:49.939 [main] INFO  [3b425911-7b60-484d-bada-9dc702ed6b39] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.942 [main] INFO  [c1978b18-3ddb-45ce-8baf-0ba8629002bd] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.944 [main] INFO  [f3e232f8-a227-4573-bcb1-786a32baf0db] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.945 [main] INFO  [53041685-f657-41a8-bf0d-51c7924ae362] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.946 [main] INFO  [3b88efc5-d44e-4472-b258-06480e3454a2] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.952 [main] INFO  [c2f6bc3f-41fd-4c41-a5bb-f90d54cc9cc3] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 21:54:49.952 [main] INFO  [c2f6bc3f-41fd-4c41-a5bb-f90d54cc9cc3] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Invalid Rule
2025-07-27 21:54:49.952 [main] WARN  [c2f6bc3f-41fd-4c41-a5bb-f90d54cc9cc3] d.m.r.core.engine.config.RulesEngine - Error evaluating rule 'Invalid Rule': EL1008E: Property or field 'nonExistentProperty' cannot be found on object of type 'dev.mars.rulesengine.core.service.error.ErrorHandlingTest$TestCustomer' - maybe not public or not valid?
org.springframework.expression.spel.SpelEvaluationException: EL1008E: Property or field 'nonExistentProperty' cannot be found on object of type 'dev.mars.rulesengine.core.service.error.ErrorHandlingTest$TestCustomer' - maybe not public or not valid?
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.PropertyOrFieldReference.readProperty(PropertyOrFieldReference.java:229)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.PropertyOrFieldReference.getValueInternal(PropertyOrFieldReference.java:112)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.PropertyOrFieldReference$AccessorValueRef.getValue(PropertyOrFieldReference.java:376)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.CompoundExpression.getValueInternal(CompoundExpression.java:97)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.OpEQ.getValueInternal(OpEQ.java:42)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.OpEQ.getValueInternal(OpEQ.java:32)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.SpelNodeImpl.getTypedValue(SpelNodeImpl.java:121)
	at spring.expression@6.2.1/org.springframework.expression.spel.standard.SpelExpression.getValue(SpelExpression.java:309)
